# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:41:58 2019
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
#
kepid,kepoi_name,kepler_name,koi_pdisposition
4037163,K03793.01,,FALSE POSITIVE
12557548,K03794.01,Kepler-1520 b,CANDIDATE
3338660,K03795.01,,FALSE POSITIVE
3338674,K03796.01,,FALSE POSITIVE
5546277,K03797.01,,FALSE POSITIVE
5475736,K03798.01,,FALSE POSITIVE
9049673,K03799.01,,FALSE POSITIVE
9593759,K03800.01,,FALSE POSITIVE
8827930,K03801.01,,CANDIDATE
5020044,K03802.01,,FALSE POSITIVE
6286155,K03803.01,,FALSE POSITIVE
7831363,K03804.01,,FALSE POSITIVE
4663185,K03805.01,,FALSE POSITIVE
5305471,K03806.01,,FALSE POSITIVE
10581918,K03807.01,,FALSE POSITIVE
3851949,K03808.01,,FALSE POSITIVE
9097892,K03809.01,,FALSE POSITIVE
5769943,K03810.01,,CANDIDATE
4638237,K03811.01,,CANDIDATE
6148271,K03812.01,,FALSE POSITIVE
5386904,K03813.01,,FALSE POSITIVE
2997178,K03814.01,,FALSE POSITIVE
6507433,K03815.01,,CANDIDATE
7877818,K03816.01,,FALSE POSITIVE
5636642,K03817.01,,FALSE POSITIVE
6515722,K03818.01,,FALSE POSITIVE
5560831,K03819.01,,FALSE POSITIVE
5305404,K03820.01,,FALSE POSITIVE
5956776,K03821.01,,FALSE POSITIVE
8883727,K03822.01,,FALSE POSITIVE
4820550,K03823.01,,CANDIDATE
6516874,K03824.01,,FALSE POSITIVE
5467113,K03825.01,,FALSE POSITIVE
8240123,K03826.01,,FALSE POSITIVE
5114623,K03827.01,,FALSE POSITIVE
5114623,K03827.02,,FALSE POSITIVE
10031907,K03828.01,,FALSE POSITIVE
4474637,K03829.01,,FALSE POSITIVE
10676927,K03830.01,,FALSE POSITIVE
5649836,K03831.01,,FALSE POSITIVE
7620660,K03832.01,,FALSE POSITIVE
8435232,K03833.01,,FALSE POSITIVE
3836399,K03834.01,,FALSE POSITIVE
2581554,K03835.01,Kepler-1521 b,CANDIDATE
7612691,K03836.01,,FALSE POSITIVE
9761573,K03837.01,,FALSE POSITIVE
8042789,K03838.01,,FALSE POSITIVE
10095484,K03839.01,,FALSE POSITIVE
5467102,K03840.01,,FALSE POSITIVE
8651551,K03841.01,,FALSE POSITIVE
9532637,K03842.01,,FALSE POSITIVE
5305451,K03843.01,,FALSE POSITIVE
7174349,K03844.01,,FALSE POSITIVE
11824218,K03845.01,,FALSE POSITIVE
7983756,K03846.01,,FALSE POSITIVE
7289165,K03847.01,,FALSE POSITIVE
12784167,K03848.01,Kepler-1522 b,CANDIDATE
8949316,K03849.01,,FALSE POSITIVE
8912730,K03850.01,,FALSE POSITIVE
9784230,K03851.01,,FALSE POSITIVE
4949524,K03852.01,,FALSE POSITIVE
2697935,K03853.01,,FALSE POSITIVE
3550434,K03854.01,,FALSE POSITIVE
2558370,K03855.01,,FALSE POSITIVE
5397166,K03856.01,,FALSE POSITIVE
11825057,K03857.01,,FALSE POSITIVE
12306699,K03858.01,,FALSE POSITIVE
9692336,K03859.01,,FALSE POSITIVE
9641008,K03860.01,,FALSE POSITIVE
8588377,K03861.01,,FALSE POSITIVE
3644601,K03862.01,,FALSE POSITIVE
3644601,K03862.02,,FALSE POSITIVE
8459354,K03863.01,,FALSE POSITIVE
4164922,K03864.01,,CANDIDATE
4164922,K03864.02,,CANDIDATE
5535890,K03865.01,,FALSE POSITIVE
5215980,K03866.01,,FALSE POSITIVE
9353742,K03867.01,Kepler-1523 b,CANDIDATE
9178185,K03868.01,,FALSE POSITIVE
6290382,K03869.01,,FALSE POSITIVE
8258160,K03870.01,,FALSE POSITIVE
9752982,K03871.01,,FALSE POSITIVE
4666008,K03872.01,,FALSE POSITIVE
8430105,K03873.01,,FALSE POSITIVE
11560037,K03874.01,,FALSE POSITIVE
11911561,K03875.01,,FALSE POSITIVE
3440118,K03876.01,,CANDIDATE
9159265,K03877.01,,FALSE POSITIVE
4472818,K03878.01,Kepler-1524 b,CANDIDATE
4472818,K03878.02,,CANDIDATE
5560830,K03879.01,,FALSE POSITIVE
4147444,K03880.01,,CANDIDATE
8211824,K03881.01,,FALSE POSITIVE
5980800,K03882.01,,FALSE POSITIVE
9592850,K03883.01,,FALSE POSITIVE
4579313,K03884.01,,FALSE POSITIVE
11614528,K03885.01,,FALSE POSITIVE
8848288,K03886.01,,FALSE POSITIVE
5308419,K03887.01,,FALSE POSITIVE
8260198,K03888.01,,FALSE POSITIVE
10733174,K03889.01,,FALSE POSITIVE
8564976,K03890.01,,FALSE POSITIVE
8765560,K03891.01,,CANDIDATE
11760860,K03892.01,Kepler-1525 b,CANDIDATE
3728432,K03893.01,Kepler-1526 b,CANDIDATE
5473535,K03894.01,,FALSE POSITIVE
12106934,K03895.01,,FALSE POSITIVE
6222898,K03896.01,,FALSE POSITIVE
3955866,K03897.01,,FALSE POSITIVE
9161118,K03898.01,,FALSE POSITIVE
3556229,K03899.01,,FALSE POSITIVE
11911580,K03900.01,,FALSE POSITIVE
9480535,K03901.01,Kepler-1527 b,CANDIDATE
10583225,K03902.01,,FALSE POSITIVE
5215251,K03903.01,,FALSE POSITIVE
5480736,K03904.01,,FALSE POSITIVE
8487748,K03905.01,,FALSE POSITIVE
9892856,K03906.01,,FALSE POSITIVE
7137213,K03907.01,,FALSE POSITIVE
10363115,K03908.01,,CANDIDATE
5966810,K03909.01,,CANDIDATE
10491062,K03910.01,,FALSE POSITIVE
9761615,K03911.01,Kepler-1528 b,CANDIDATE
4058881,K03912.01,,FALSE POSITIVE
10281221,K03913.01,,CANDIDATE
5471496,K03914.01,,FALSE POSITIVE
4544620,K03915.01,,FALSE POSITIVE
5784777,K03916.01,Kepler-1529 b,CANDIDATE
11466960,K03917.01,,FALSE POSITIVE
3124420,K03918.01,,FALSE POSITIVE
4649440,K03919.01,,FALSE POSITIVE
2437488,K03920.01,,FALSE POSITIVE
10083623,K03921.01,,FALSE POSITIVE
7024530,K03922.01,,FALSE POSITIVE
5015459,K03923.01,,FALSE POSITIVE
1433980,K03924.01,,FALSE POSITIVE
10788461,K03925.01,,CANDIDATE
10788461,K03925.02,Kepler-1530 b,CANDIDATE
10788461,K03925.03,Kepler-1530 c,CANDIDATE
11667548,K03926.01,,FALSE POSITIVE
8868649,K03927.01,,FALSE POSITIVE
4242692,K03928.01,Kepler-1531 b,CANDIDATE
8781480,K03929.01,,FALSE POSITIVE
11607176,K03930.01,,FALSE POSITIVE
10661718,K03931.01,,FALSE POSITIVE
6137681,K03932.01,,FALSE POSITIVE
11244682,K03933.01,,CANDIDATE
9655419,K03934.01,,FALSE POSITIVE
5895158,K03935.01,Kepler-1532 b,CANDIDATE
4947556,K03936.01,,CANDIDATE
4947556,K03936.02,,CANDIDATE
7362696,K03937.01,,FALSE POSITIVE
3865595,K03938.01,,FALSE POSITIVE
9593528,K03939.01,,FALSE POSITIVE
5195945,K03940.01,,FALSE POSITIVE
8552587,K03941.01,,FALSE POSITIVE
6019872,K03942.01,,FALSE POSITIVE
7679812,K03943.01,,CANDIDATE
4864734,K03944.01,,FALSE POSITIVE
3121340,K03945.01,,FALSE POSITIVE
8636434,K03946.01,Kepler-1533 b,CANDIDATE
5952366,K03947.01,,FALSE POSITIVE
5952366,K03947.02,,FALSE POSITIVE
6045250,K03948.01,,FALSE POSITIVE
5598595,K03949.01,,FALSE POSITIVE
4544572,K03950.01,,FALSE POSITIVE
5738634,K03951.01,,FALSE POSITIVE
10152836,K03952.01,,FALSE POSITIVE
10651816,K03953.01,,FALSE POSITIVE
8030339,K03954.01,,FALSE POSITIVE
8030339,K03954.02,Kepler-1534 b,CANDIDATE
9899414,K03955.01,,FALSE POSITIVE
5471059,K03956.01,,FALSE POSITIVE
5471059,K03956.02,,FALSE POSITIVE
7458309,K03957.01,,FALSE POSITIVE
7777372,K03958.01,,FALSE POSITIVE
9282769,K03959.01,,FALSE POSITIVE
7777416,K03960.01,,FALSE POSITIVE
7597005,K03961.01,,FALSE POSITIVE
5479717,K03962.01,,FALSE POSITIVE
3764714,K03963.01,,FALSE POSITIVE
9957351,K03964.01,,FALSE POSITIVE
5385575,K03965.01,,FALSE POSITIVE
3732035,K03966.01,Kepler-1535 b,CANDIDATE
5385697,K03967.01,,FALSE POSITIVE
5385697,K03967.02,,FALSE POSITIVE
8823833,K03968.01,,FALSE POSITIVE
5475494,K03969.01,,FALSE POSITIVE
9412445,K03970.01,,FALSE POSITIVE
7866914,K03971.01,,FALSE POSITIVE
6057684,K03972.01,,FALSE POSITIVE
11568224,K03973.01,,FALSE POSITIVE
7938883,K03974.01,,FALSE POSITIVE
9280239,K03975.01,Kepler-1536 b,CANDIDATE
4544571,K03976.01,,FALSE POSITIVE
3245661,K03977.01,,FALSE POSITIVE
10090219,K03978.01,,FALSE POSITIVE
9899217,K03979.01,,FALSE POSITIVE
6750902,K03980.01,,FALSE POSITIVE
5895588,K03981.01,,FALSE POSITIVE
5303557,K03982.01,,FALSE POSITIVE
10227863,K03983.01,,FALSE POSITIVE
8036287,K03984.01,Kepler-1537 b,CANDIDATE
9602562,K03985.01,,FALSE POSITIVE
10668665,K03986.01,,FALSE POSITIVE
10407020,K03987.01,,FALSE POSITIVE
5385491,K03988.01,,FALSE POSITIVE
5551504,K03989.01,,FALSE POSITIVE
6421503,K03990.01,,FALSE POSITIVE
10352333,K03991.01,,CANDIDATE
3228988,K03992.01,,FALSE POSITIVE
2970804,K03993.01,,FALSE POSITIVE
7552701,K03994.01,,FALSE POSITIVE
7418173,K03995.01,,FALSE POSITIVE
3228804,K03996.01,,FALSE POSITIVE
2442359,K03997.01,,FALSE POSITIVE
7707742,K03998.01,,FALSE POSITIVE
2010191,K03999.01,,FALSE POSITIVE
5471675,K04000.01,,FALSE POSITIVE
5471675,K04000.02,,FALSE POSITIVE
9851943,K04001.01,,FALSE POSITIVE
5773121,K04002.01,,CANDIDATE
2708420,K04003.01,,FALSE POSITIVE
4814502,K04004.01,,CANDIDATE
8142787,K04005.01,Kepler-439 b,CANDIDATE
5471690,K04006.01,,FALSE POSITIVE
5471690,K04006.02,,FALSE POSITIVE
8376848,K04007.01,,CANDIDATE
5350447,K04008.01,,FALSE POSITIVE
8934103,K04009.01,Kepler-1538 b,CANDIDATE
8934103,K04009.02,,CANDIDATE
5288577,K04010.01,,FALSE POSITIVE
11969988,K04011.01,,FALSE POSITIVE
8483258,K04012.01,,FALSE POSITIVE
4832225,K04013.01,,FALSE POSITIVE
9009953,K04014.01,,CANDIDATE
8282846,K04015.01,Kepler-1539 b,CANDIDATE
5938970,K04016.01,Kepler-1540 b,CANDIDATE
8381693,K04017.01,,FALSE POSITIVE
4929299,K04018.01,,FALSE POSITIVE
10075409,K04019.01,,FALSE POSITIVE
7038096,K04020.01,,FALSE POSITIVE
11967788,K04021.01,,CANDIDATE
11967788,K04021.02,,CANDIDATE
7733731,K04022.01,,CANDIDATE
6862332,K04023.01,,FALSE POSITIVE
10714072,K04024.01,Kepler-1541 b,CANDIDATE
10992011,K04025.01,,FALSE POSITIVE
4067110,K04026.01,,FALSE POSITIVE
8694309,K04027.01,,FALSE POSITIVE
7818447,K04028.01,,FALSE POSITIVE
11569475,K04029.01,,FALSE POSITIVE
9551430,K04030.01,,FALSE POSITIVE
9551430,K04030.02,,CANDIDATE
3228986,K04031.01,,FALSE POSITIVE
7100673,K04032.01,Kepler-1542 b,CANDIDATE
7100673,K04032.02,Kepler-1542 c,CANDIDATE
7100673,K04032.03,Kepler-1542 d,CANDIDATE
7100673,K04032.04,Kepler-1542 e,CANDIDATE
7100673,K04032.05,,CANDIDATE
4138557,K04033.01,,FALSE POSITIVE
10089911,K04034.01,Kepler-1543 b,CANDIDATE
10089911,K04034.02,,CANDIDATE
3247404,K04035.01,,FALSE POSITIVE
11415243,K04036.01,Kepler-1544 b,CANDIDATE
8264402,K04037.01,,CANDIDATE
7773179,K04038.01,,FALSE POSITIVE
11145831,K04039.01,,FALSE POSITIVE
11444952,K04040.01,,FALSE POSITIVE
8647295,K04041.01,,FALSE POSITIVE
3444098,K04042.01,,FALSE POSITIVE
5112567,K04043.01,,FALSE POSITIVE
5201115,K04044.01,,FALSE POSITIVE
2708203,K04045.01,,FALSE POSITIVE
4150496,K04046.01,,FALSE POSITIVE
4150496,K04046.02,,FALSE POSITIVE
9655005,K04047.01,,FALSE POSITIVE
10272389,K04048.01,,FALSE POSITIVE
4679687,K04049.01,,FALSE POSITIVE
7968683,K04050.01,,FALSE POSITIVE
10360722,K04051.01,Kepler-1545 b,CANDIDATE
9091755,K04052.01,,FALSE POSITIVE
1718958,K04053.01,,CANDIDATE
6428794,K04054.01,,CANDIDATE
3228825,K04055.01,,FALSE POSITIVE
4673628,K04056.01,,CANDIDATE
3757407,K04057.01,,FALSE POSITIVE
4769931,K04058.01,,FALSE POSITIVE
9220612,K04059.01,,FALSE POSITIVE
9086154,K04060.01,,CANDIDATE
6806695,K04061.01,,FALSE POSITIVE
11858979,K04062.01,,FALSE POSITIVE
5900390,K04063.01,,FALSE POSITIVE
5444334,K04064.01,,FALSE POSITIVE
10139620,K04065.01,,FALSE POSITIVE
8686373,K04066.01,,CANDIDATE
5530112,K04067.01,,CANDIDATE
6226908,K04068.01,Kepler-1546 b,CANDIDATE
5906694,K04069.01,,CANDIDATE
10186945,K04070.01,,FALSE POSITIVE
2708286,K04071.01,,FALSE POSITIVE
6755944,K04072.01,Kepler-1547 b,CANDIDATE
10419797,K04073.01,,FALSE POSITIVE
6515335,K04074.01,,FALSE POSITIVE
7777471,K04075.01,,FALSE POSITIVE
9455677,K04076.01,Kepler-1548 b,CANDIDATE
7690855,K04077.01,,FALSE POSITIVE
5649837,K04078.01,,FALSE POSITIVE
10141938,K04079.01,,FALSE POSITIVE
5036480,K04080.01,,FALSE POSITIVE
10275077,K04081.01,,FALSE POSITIVE
6592832,K04082.01,,FALSE POSITIVE
8524346,K04083.01,,FALSE POSITIVE
3937814,K04084.01,Kepler-1549 b,CANDIDATE
3937814,K04084.02,,CANDIDATE
3937814,K04084.03,,CANDIDATE
5041847,K04085.01,,FALSE POSITIVE
3836558,K04086.01,,FALSE POSITIVE
6106282,K04087.01,Kepler-440 b,CANDIDATE
4946584,K04088.01,,FALSE POSITIVE
11972872,K04089.01,,FALSE POSITIVE
9899233,K04090.01,,FALSE POSITIVE
3103227,K04091.01,Kepler-1550 b,CANDIDATE
4850961,K04092.01,Kepler-1551 b,CANDIDATE
8521059,K04093.01,,FALSE POSITIVE
8128247,K04094.01,,FALSE POSITIVE
6276994,K04095.01,,FALSE POSITIVE
9674564,K04096.01,,FALSE POSITIVE
5688683,K04097.01,,CANDIDATE
5688683,K04097.02,,CANDIDATE
8222627,K04098.01,,CANDIDATE
8951205,K04099.01,,CANDIDATE
5700900,K04100.01,,FALSE POSITIVE
7026477,K04101.01,,FALSE POSITIVE
2708278,K04102.01,,FALSE POSITIVE
3747817,K04103.01,Kepler-1552 b,CANDIDATE
3747817,K04103.02,,CANDIDATE
8483366,K04104.01,,FALSE POSITIVE
7758018,K04105.01,,CANDIDATE
11017094,K04106.01,,FALSE POSITIVE
5956633,K04107.01,,FALSE POSITIVE
9899065,K04108.01,,FALSE POSITIVE
7907808,K04109.01,,CANDIDATE
5471792,K04110.01,,FALSE POSITIVE
2708343,K04111.01,,FALSE POSITIVE
3348090,K04112.01,,FALSE POSITIVE
9282762,K04113.01,,FALSE POSITIVE
3117046,K04114.01,,FALSE POSITIVE
6311520,K04115.01,,FALSE POSITIVE
5092655,K04116.01,,FALSE POSITIVE
3955817,K04117.01,Kepler-1553 b,CANDIDATE
10661778,K04118.01,,FALSE POSITIVE
5513857,K04119.01,,FALSE POSITIVE
9700449,K04120.01,,CANDIDATE
6349881,K04121.01,Kepler-1554 b,CANDIDATE
9851970,K04122.01,,FALSE POSITIVE
6140059,K04123.01,,CANDIDATE
5726910,K04124.01,,FALSE POSITIVE
9099950,K04125.01,,FALSE POSITIVE
9272070,K04126.01,Kepler-1555 b,CANDIDATE
5088400,K04127.01,Kepler-1556 b,CANDIDATE
4669402,K04128.01,,FALSE POSITIVE
11970988,K04129.01,,CANDIDATE
10858803,K04130.01,,FALSE POSITIVE
6129694,K04131.01,,FALSE POSITIVE
6129694,K04131.02,,FALSE POSITIVE
5957181,K04132.01,,FALSE POSITIVE
7601918,K04133.01,,FALSE POSITIVE
6119877,K04134.01,,FALSE POSITIVE
5386264,K04135.01,,FALSE POSITIVE
7256914,K04136.01,,CANDIDATE
7256914,K04136.02,,CANDIDATE
3542222,K04137.01,,FALSE POSITIVE
4636565,K04138.01,,FALSE POSITIVE
9956082,K04139.01,Kepler-1557 b,CANDIDATE
7761585,K04140.01,,FALSE POSITIVE
3241248,K04141.01,,FALSE POSITIVE
9716302,K04142.01,,FALSE POSITIVE
10294509,K04143.01,,FALSE POSITIVE
3112129,K04144.01,,CANDIDATE
3103212,K04145.01,,CANDIDATE
10000941,K04146.01,Kepler-1558 b,CANDIDATE
10000941,K04146.02,,CANDIDATE
8029197,K04147.01,,FALSE POSITIVE
12257886,K04148.01,,FALSE POSITIVE
10875007,K04149.01,,CANDIDATE
10875007,K04149.02,,CANDIDATE
11465651,K04150.01,,CANDIDATE
5217574,K04151.01,,FALSE POSITIVE
7199060,K04152.01,,CANDIDATE
8439323,K04153.01,,CANDIDATE
5551228,K04154.01,,FALSE POSITIVE
5551228,K04154.02,,FALSE POSITIVE
5471271,K04155.01,,FALSE POSITIVE
5881120,K04156.01,,CANDIDATE
4548098,K04157.01,,CANDIDATE
4548098,K04157.02,,CANDIDATE
5306383,K04158.01,,FALSE POSITIVE
6607644,K04159.01,Kepler-1559 b,CANDIDATE
7610663,K04160.01,Kepler-1560 b,CANDIDATE
5565707,K04161.01,,FALSE POSITIVE
1293031,K04162.01,,FALSE POSITIVE
6463499,K04163.01,,FALSE POSITIVE
8254882,K04164.01,,FALSE POSITIVE
6042031,K04165.01,,FALSE POSITIVE
4078311,K04166.01,,CANDIDATE
5475735,K04167.01,,FALSE POSITIVE
9402583,K04168.01,,FALSE POSITIVE
7838675,K04169.01,Kepler-1561 b,CANDIDATE
8700537,K04170.01,,FALSE POSITIVE
10858785,K04171.01,,FALSE POSITIVE
9640907,K04172.01,,FALSE POSITIVE
9490653,K04173.01,,FALSE POSITIVE
3328027,K04174.01,,FALSE POSITIVE
9640931,K04175.01,,FALSE POSITIVE
5125196,K04176.01,,FALSE POSITIVE
9640962,K04177.01,,FALSE POSITIVE
5197233,K04178.01,,CANDIDATE
10936786,K04179.01,,FALSE POSITIVE
6938264,K04180.01,,FALSE POSITIVE
9899315,K04181.01,,FALSE POSITIVE
9899315,K04181.02,,FALSE POSITIVE
9541089,K04182.01,,FALSE POSITIVE
10858737,K04183.01,,FALSE POSITIVE
6752002,K04184.01,,CANDIDATE
7257966,K04185.01,,CANDIDATE
9406892,K04186.01,,FALSE POSITIVE
3124598,K04187.01,,FALSE POSITIVE
6879171,K04188.01,,CANDIDATE
9897364,K04189.01,Kepler-1562 b,CANDIDATE
12505503,K04190.01,Kepler-1563 b,CANDIDATE
3548639,K04191.01,,FALSE POSITIVE
9828127,K04192.01,Kepler-1564 b,CANDIDATE
9828127,K04192.02,,CANDIDATE
9092496,K04193.01,,FALSE POSITIVE
5644412,K04194.01,Kepler-1565 b,CANDIDATE
9959545,K04195.01,,FALSE POSITIVE
8179190,K04196.01,,FALSE POSITIVE
9777724,K04197.01,,FALSE POSITIVE
9072639,K04198.01,,CANDIDATE
5340878,K04199.01,Kepler-1566 b,CANDIDATE
10273903,K04200.01,,FALSE POSITIVE
6119921,K04201.01,,FALSE POSITIVE
5084171,K04202.01,Kepler-1567 b,CANDIDATE
3834317,K04203.01,,FALSE POSITIVE
10593535,K04204.01,Kepler-1568 b,CANDIDATE
3450040,K04205.01,,CANDIDATE
8487805,K04206.01,,FALSE POSITIVE
9456281,K04207.01,,CANDIDATE
5129453,K04208.01,,CANDIDATE
7918478,K04209.01,,CANDIDATE
11390109,K04210.01,,FALSE POSITIVE
5078025,K04211.01,,FALSE POSITIVE
5078025,K04211.02,,FALSE POSITIVE
1724719,K04212.01,Kepler-1569 b,CANDIDATE
1724719,K04212.02,,CANDIDATE
5632701,K04213.01,,FALSE POSITIVE
10549924,K04214.01,,FALSE POSITIVE
9366617,K04215.01,Kepler-1570 b,CANDIDATE
6187341,K04216.01,,FALSE POSITIVE
5702637,K04217.01,,FALSE POSITIVE
8309169,K04218.01,,FALSE POSITIVE
4678919,K04219.01,,FALSE POSITIVE
5563080,K04220.01,,FALSE POSITIVE
6364067,K04221.01,,FALSE POSITIVE
9183378,K04222.01,Kepler-1571 b,CANDIDATE
11188254,K04223.01,,FALSE POSITIVE
1724513,K04224.01,,FALSE POSITIVE
9535876,K04225.01,,FALSE POSITIVE
9491832,K04226.01,,CANDIDATE
7816665,K04227.01,,FALSE POSITIVE
9535881,K04228.01,,FALSE POSITIVE
11616596,K04229.01,,FALSE POSITIVE
9872831,K04230.01,Kepler-1572 b,CANDIDATE
6383595,K04231.01,,FALSE POSITIVE
11509504,K04232.01,Kepler-1573 b,CANDIDATE
6599949,K04233.01,,FALSE POSITIVE
11611275,K04234.01,Kepler-1574 b,CANDIDATE
10794974,K04235.01,,CANDIDATE
2449101,K04236.01,,FALSE POSITIVE
7259249,K04237.01,,FALSE POSITIVE
8678691,K04238.01,,FALSE POSITIVE
9640924,K04239.01,,FALSE POSITIVE
9593773,K04240.01,,FALSE POSITIVE
9285568,K04241.01,Kepler-1575 b,CANDIDATE
9514372,K04242.01,,CANDIDATE
9777757,K04243.01,,FALSE POSITIVE
5097454,K04244.01,,FALSE POSITIVE
12737015,K04245.01,,CANDIDATE
5177859,K04246.01,Kepler-1576 b,CANDIDATE
5177859,K04246.02,,CANDIDATE
8482059,K04247.01,,CANDIDATE
4568117,K04248.01,,FALSE POSITIVE
3650049,K04249.01,,FALSE POSITIVE
9641076,K04250.01,,FALSE POSITIVE
8741470,K04251.01,,CANDIDATE
10525049,K04252.01,,CANDIDATE
9202434,K04253.01,,CANDIDATE
8487645,K04254.01,,FALSE POSITIVE
10407482,K04255.01,Kepler-1577 b,CANDIDATE
5817613,K04256.01,,FALSE POSITIVE
7901016,K04257.01,,CANDIDATE
7115925,K04258.01,,FALSE POSITIVE
5785279,K04259.01,,CANDIDATE
7429287,K04260.01,,FALSE POSITIVE
7429287,K04260.02,,FALSE POSITIVE
7429287,K04260.03,,FALSE POSITIVE
7429287,K04260.04,,CANDIDATE
10526887,K04261.01,Kepler-1578 b,CANDIDATE
9641144,K04262.01,,FALSE POSITIVE
8572168,K04263.01,,FALSE POSITIVE
12509829,K04264.01,,CANDIDATE
7368137,K04265.01,,FALSE POSITIVE
9027841,K04266.01,,FALSE POSITIVE
7450747,K04267.01,,CANDIDATE
7826620,K04268.01,Kepler-1579 b,CANDIDATE
8890924,K04269.01,,CANDIDATE
8890924,K04269.02,,CANDIDATE
8483241,K04270.01,,FALSE POSITIVE
5992210,K04271.01,,FALSE POSITIVE
9302543,K04272.01,,FALSE POSITIVE
9716028,K04273.01,,CANDIDATE
6223324,K04274.01,,CANDIDATE
3336845,K04275.01,,FALSE POSITIVE
6026924,K04276.01,Kepler-1580 b,CANDIDATE
6525280,K04277.01,,FALSE POSITIVE
4861784,K04278.01,,FALSE POSITIVE
5876360,K04279.01,,FALSE POSITIVE
5026326,K04280.01,,FALSE POSITIVE
5512580,K04281.01,,FALSE POSITIVE
11670599,K04282.01,,FALSE POSITIVE
6359820,K04283.01,,FALSE POSITIVE
10156055,K04284.01,,FALSE POSITIVE
8418018,K04285.01,,FALSE POSITIVE
5024177,K04286.01,,FALSE POSITIVE
11081504,K04287.01,,CANDIDATE
11081504,K04287.02,,CANDIDATE
4548011,K04288.01,Kepler-1581 b,CANDIDATE
4548011,K04288.02,,CANDIDATE
4548011,K04288.03,,FALSE POSITIVE
4548011,K04288.04,,CANDIDATE
5983532,K04289.01,,FALSE POSITIVE
5868793,K04290.01,Kepler-1582 b,CANDIDATE
8483021,K04291.01,,FALSE POSITIVE
10063208,K04292.01,Kepler-1583 b,CANDIDATE
5817533,K04293.01,,FALSE POSITIVE
7681230,K04294.01,,FALSE POSITIVE
7596240,K04295.01,Kepler-1584 b,CANDIDATE
7661893,K04296.01,,CANDIDATE
12107008,K04297.01,,FALSE POSITIVE
2852941,K04298.01,,CANDIDATE
2852941,K04298.02,,FALSE POSITIVE
8508126,K04299.01,,FALSE POSITIVE
8507475,K04300.01,Kepler-1585 b,CANDIDATE
8773015,K04301.01,Kepler-1586 b,CANDIDATE
8773015,K04301.02,,CANDIDATE
6290935,K04302.01,,CANDIDATE
12734396,K04303.01,,CANDIDATE
11612280,K04304.01,Kepler-1587 b,CANDIDATE
5536715,K04305.01,,FALSE POSITIVE
8149484,K04306.01,,FALSE POSITIVE
3558849,K04307.01,,CANDIDATE
11151677,K04308.01,,FALSE POSITIVE
11037128,K04309.01,,FALSE POSITIVE
7103919,K04310.01,,CANDIDATE
8645191,K04311.01,,FALSE POSITIVE
10722485,K04312.01,Kepler-1588 b,CANDIDATE
9717958,K04313.01,,FALSE POSITIVE
8128067,K04314.01,,FALSE POSITIVE
10342248,K04315.01,,FALSE POSITIVE
9777290,K04316.01,,FALSE POSITIVE
8548427,K04317.01,,FALSE POSITIVE
9286088,K04318.01,,CANDIDATE
6289344,K04319.01,,FALSE POSITIVE
5095082,K04320.01,,CANDIDATE
12418891,K04321.01,,FALSE POSITIVE
7698701,K04322.01,,FALSE POSITIVE
7698701,K04322.02,,FALSE POSITIVE
5385410,K04323.01,,CANDIDATE
5385410,K04323.02,,FALSE POSITIVE
9910942,K04324.01,,FALSE POSITIVE
7749002,K04325.01,,CANDIDATE
10924340,K04326.01,,FALSE POSITIVE
5371777,K04327.01,Kepler-1589 b,CANDIDATE
3545583,K04328.01,,FALSE POSITIVE
12456063,K04329.01,,CANDIDATE
8374741,K04330.01,,FALSE POSITIVE
5096053,K04331.01,,CANDIDATE
8953414,K04332.01,,FALSE POSITIVE
2576962,K04333.01,,CANDIDATE
10140274,K04334.01,,CANDIDATE
10730070,K04335.01,Kepler-1590 b,CANDIDATE
4458109,K04336.01,,FALSE POSITIVE
8573193,K04337.01,Kepler-1591 b,CANDIDATE
9240664,K04338.01,,FALSE POSITIVE
7281411,K04339.01,,FALSE POSITIVE
6528141,K04340.01,,FALSE POSITIVE
6792908,K04341.01,,CANDIDATE
7211879,K04342.01,,FALSE POSITIVE
8087812,K04343.01,,CANDIDATE
4863956,K04344.01,,FALSE POSITIVE
10534155,K04345.01,,CANDIDATE
9509343,K04346.01,,CANDIDATE
3244792,K04347.01,Kepler-1592 b,CANDIDATE
8743082,K04348.01,,FALSE POSITIVE
9142742,K04349.01,,FALSE POSITIVE
11872139,K04350.01,,FALSE POSITIVE
5436161,K04351.01,,CANDIDATE
2708221,K04352.01,,FALSE POSITIVE
4571844,K04353.01,,CANDIDATE
5040223,K04354.01,,FALSE POSITIVE
4571004,K04355.01,,FALSE POSITIVE
4571004,K04355.02,,FALSE POSITIVE
4571004,K04355.03,,FALSE POSITIVE
4571004,K04355.04,,FALSE POSITIVE
4571004,K04355.05,,FALSE POSITIVE
8459663,K04356.01,Kepler-1593 b,CANDIDATE
3550372,K04357.01,,CANDIDATE
7191646,K04358.01,,CANDIDATE
1575873,K04359.01,,FALSE POSITIVE
10669994,K04360.01,Kepler-1594 b,CANDIDATE
7801070,K04361.01,,CANDIDATE
