# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:44:06 2019
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
#
kepid,kepoi_name,kepler_name,koi_impact,koi_impact_err1,koi_impact_err2
7777372,K03958.01,,0.708,0.010,-0.519
9282769,K03959.01,,1.185,0.186,-0.117
7777416,K03960.01,,0.038,0.428,-0.038
7597005,K03961.01,,0.415,0.048,-0.415
5479717,K03962.01,,1.244,0.132,-0.089
3764714,K03963.01,,1.246,0.525,-0.083
9957351,K03964.01,,0.623,0.070,-0.062
5385575,K03965.01,,1.222,,
3732035,K03966.01,Kepler-1535 b,0.195,0.245,-0.195
5385697,K03967.01,,0.967,0.033,-0.049
5385697,K03967.02,,0.971,0.052,-0.090
8823833,K03968.01,,0.556,0.040,-0.455
5475494,K03969.01,,0.689,0.064,-0.498
9412445,K03970.01,,0.677,0.323,-0.413
6057684,K03972.01,,1.181,0.180,-0.093
11568224,K03973.01,,0.968,,
7938883,K03974.01,,0.441,0.041,-0.016
9280239,K03975.01,Kepler-1536 b,0.875,0.014,-0.614
4544571,K03976.01,,1.258,0.460,-0.085
3245661,K03977.01,,1.238,0.229,-0.138
10090219,K03978.01,,1.188,0.465,-0.187
9899217,K03979.01,,0.741,0.213,-0.455
6750902,K03980.01,,0.950,0.047,-0.692
5895588,K03981.01,,1.187,1.998,-0.224
5303557,K03982.01,,1.276,6.820,-0.076
10227863,K03983.01,,1.159,0.223,-0.077
8036287,K03984.01,Kepler-1537 b,0.162,0.295,-0.162
9602562,K03985.01,,0.712,0.644,-0.641
10668665,K03986.01,,1.229,74.010,-1.129
10407020,K03987.01,,0.741,0.066,-0.402
5385491,K03988.01,,0.980,0.116,-0.761
5551504,K03989.01,,0.383,0.079,-0.383
6421503,K03990.01,,1.178,1.003,-0.056
10352333,K03991.01,,0.031,0.438,-0.031
3228988,K03992.01,,1.158,0.235,-0.173
2970804,K03993.01,,1.261,0.326,-0.104
7552701,K03994.01,,0.295,0.185,-0.295
7418173,K03995.01,,1.306,1.987,-0.011
3228804,K03996.01,,1.143,0.209,-0.094
2442359,K03997.01,,1.045,0.941,-0.078
7707742,K03998.01,,0.279,0.004,-0.004
2010191,K03999.01,,1.121,9.179,-0.055
5471675,K04000.01,,1.101,0.222,-0.112
9851943,K04001.01,,0.000,0.440,0.000
5773121,K04002.01,,0.318,0.133,-0.318
2708420,K04003.01,,0.699,0.250,-0.460
4814502,K04004.01,,0.928,0.020,-0.628
8142787,K04005.01,Kepler-439 b,0.042,0.412,-0.042
5471690,K04006.01,,0.656,0.290,-0.433
8376848,K04007.01,,1.212,6.882,-0.313
5350447,K04008.01,,1.240,8.087,-0.268
8934103,K04009.01,Kepler-1538 b,0.070,0.386,-0.070
8934103,K04009.02,,0.576,0.387,-0.367
5288577,K04010.01,,0.776,0.182,-0.531
11969988,K04011.01,,0.594,0.218,-0.594
4832225,K04013.01,,0.473,0.016,-0.453
9009953,K04014.01,,0.944,0.022,-0.655
8282846,K04015.01,Kepler-1539 b,0.063,0.379,-0.063
5938970,K04016.01,Kepler-1540 b,0.822,0.057,-0.553
8381693,K04017.01,,1.155,0.980,-0.120
4929299,K04018.01,,0.947,0.004,-0.665
7038096,K04020.01,,0.822,0.487,-0.165
11967788,K04021.01,,0.326,0.136,-0.326
11967788,K04021.02,,0.034,0.429,-0.034
7733731,K04022.01,,0.086,0.350,-0.086
6862332,K04023.01,,0.790,0.032,-0.559
10714072,K04024.01,Kepler-1541 b,0.015,0.449,-0.015
10992011,K04025.01,,0.224,0.219,-0.224
4067110,K04026.01,,1.192,0.068,-0.168
8694309,K04027.01,,0.544,0.035,-0.472
7818447,K04028.01,,1.282,0.164,-0.098
11569475,K04029.01,,1.070,0.246,-0.063
9551430,K04030.01,,1.235,1.040,-0.021
3228986,K04031.01,,0.860,0.070,-0.582
7100673,K04032.01,Kepler-1542 b,0.374,0.088,-0.374
7100673,K04032.02,Kepler-1542 c,0.017,0.431,-0.016
7100673,K04032.03,Kepler-1542 d,0.505,0.419,-0.302
7100673,K04032.04,Kepler-1542 e,0.083,0.355,-0.083
7100673,K04032.05,,0.182,0.264,-0.182
4138557,K04033.01,,1.158,6.945,-0.236
10089911,K04034.01,Kepler-1543 b,0.906,0.015,-0.632
10089911,K04034.02,,1.105,7.342,-0.063
3247404,K04035.01,,1.227,70.510,-1.163
11415243,K04036.01,Kepler-1544 b,0.083,0.399,-0.083
8264402,K04037.01,,0.959,0.011,-0.672
7773179,K04038.01,,0.615,0.331,-0.385
11145831,K04039.01,,0.380,0.089,-0.380
11444952,K04040.01,,1.187,1.638,-0.220
8647295,K04041.01,,1.247,0.119,-0.074
3444098,K04042.01,,0.608,0.361,-0.380
5112567,K04043.01,,1.149,0.322,-0.178
5201115,K04044.01,,0.719,0.201,-0.477
2708203,K04045.01,,0.677,0.249,-0.431
4150496,K04046.01,,1.185,7.087,-0.075
4150496,K04046.02,,0.801,0.139,-0.558
9655005,K04047.01,,0.617,0.138,-0.252
10272389,K04048.01,,0.508,0.371,-0.299
4679687,K04049.01,,1.261,3.543,-0.113
7968683,K04050.01,,0.957,0.001,-0.697
10360722,K04051.01,Kepler-1545 b,0.028,0.423,-0.028
9091755,K04052.01,,0.974,0.274,-0.024
1718958,K04053.01,,0.644,0.341,-0.440
6428794,K04054.01,,0.754,0.164,-0.550
3228825,K04055.01,,0.415,0.056,-0.415
4673628,K04056.01,,1.217,6.718,-0.130
3757407,K04057.01,,0.043,,
4769931,K04058.01,,0.657,0.030,-0.502
9220612,K04059.01,,0.634,0.299,-0.411
9086154,K04060.01,,0.349,0.117,-0.349
6806695,K04061.01,,0.009,0.450,-0.009
11858979,K04062.01,,1.259,6.753,-0.160
5900390,K04063.01,,0.522,0.006,-0.511
5444334,K04064.01,,0.571,0.025,-0.476
8686373,K04066.01,,0.965,0.006,-0.675
5530112,K04067.01,,0.118,0.319,-0.118
6226908,K04068.01,Kepler-1546 b,0.870,0.038,-0.593
5906694,K04069.01,,0.128,0.324,-0.128
10186945,K04070.01,,0.400,0.056,-0.400
2708286,K04071.01,,1.035,1.083,-0.057
6755944,K04072.01,Kepler-1547 b,0.938,0.005,-0.657
10419797,K04073.01,,,,
7777471,K04075.01,,0.715,0.024,-0.536
9455677,K04076.01,Kepler-1548 b,0.096,0.362,-0.096
7690855,K04077.01,,1.226,0.106,-0.087
5649837,K04078.01,,1.224,0.393,-0.188
5036480,K04080.01,,0.337,0.136,-0.337
6592832,K04082.01,,0.401,0.096,-0.401
8524346,K04083.01,,0.982,0.130,-0.042
3937814,K04084.01,Kepler-1549 b,0.023,0.438,-0.023
3937814,K04084.03,,0.781,0.186,-0.546
5041847,K04085.01,,1.271,0.637,-0.130
3836558,K04086.01,,0.723,0.259,-0.499
6106282,K04087.01,Kepler-440 b,0.046,0.404,-0.046
4946584,K04088.01,,1.356,4.010,-0.162
11972872,K04089.01,,0.940,0.008,-0.009
9899233,K04090.01,,0.746,0.220,-0.500
3103227,K04091.01,Kepler-1550 b,0.066,0.381,-0.066
4850961,K04092.01,Kepler-1551 b,0.817,0.021,-0.568
8521059,K04093.01,,1.225,0.763,-0.168
8128247,K04094.01,,0.094,0.371,-0.094
6276994,K04095.01,,0.532,0.425,-0.317
9674564,K04096.01,,0.080,,
5688683,K04097.01,,0.787,0.120,-0.557
5688683,K04097.02,,0.034,0.426,-0.034
8222627,K04098.01,,0.464,0.000,-0.464
8951205,K04099.01,,0.458,0.012,-0.458
5700900,K04100.01,,1.181,6.851,-0.311
2708278,K04102.01,,0.198,0.264,-0.198
3747817,K04103.01,Kepler-1552 b,0.040,0.428,-0.040
3747817,K04103.02,,0.314,0.154,-0.314
11017094,K04106.01,,1.196,0.111,-0.095
9899065,K04108.01,,0.559,0.044,-0.486
7907808,K04109.01,,0.301,0.147,-0.301
5471792,K04110.01,,0.982,0.006,-0.018
2708343,K04111.01,,0.439,0.017,-0.439
3348090,K04112.01,,0.471,0.484,-0.264
9282762,K04113.01,,0.649,0.297,-0.436
3117046,K04114.01,,0.317,0.135,-0.317
6311520,K04115.01,,1.198,1.245,-0.191
3955817,K04117.01,Kepler-1553 b,0.201,0.255,-0.201
10661778,K04118.01,,0.969,0.551,-0.027
5513857,K04119.01,,0.464,0.019,-0.464
9700449,K04120.01,,0.036,0.412,-0.036
6349881,K04121.01,Kepler-1554 b,0.633,0.304,-0.409
9851970,K04122.01,,0.168,0.270,-0.168
6140059,K04123.01,,0.931,0.005,-0.651
9099950,K04125.01,,0.715,0.408,-0.270
9272070,K04126.01,Kepler-1555 b,0.353,0.102,-0.353
5088400,K04127.01,Kepler-1556 b,0.249,0.220,-0.248
4669402,K04128.01,,1.017,6.713,-0.069
11970988,K04129.01,,0.067,0.394,-0.067
10858803,K04130.01,,0.013,0.383,-0.013
6129694,K04131.01,,0.991,0.036,-0.758
7601918,K04133.01,,0.017,0.452,-0.017
5386264,K04135.01,,0.321,,
7256914,K04136.01,,0.895,0.024,-0.613
7256914,K04136.02,,0.855,0.077,-0.576
3542222,K04137.01,,1.321,0.801,-0.077
4636565,K04138.01,,0.567,0.367,-0.336
9956082,K04139.01,Kepler-1557 b,0.277,0.170,-0.277
3241248,K04141.01,,1.227,0.441,-0.222
9716302,K04142.01,,0.474,0.003,-0.465
10294509,K04143.01,,0.514,0.425,-0.301
3112129,K04144.01,,0.037,0.429,-0.037
3103212,K04145.01,,0.665,0.297,-0.439
10000941,K04146.01,Kepler-1558 b,0.309,0.167,-0.309
10000941,K04146.02,,0.044,0.427,-0.044
8029197,K04147.01,,0.450,0.021,-0.450
12257886,K04148.01,,0.577,0.405,-0.358
10875007,K04149.01,,0.879,0.050,-0.593
10875007,K04149.02,,0.960,0.002,-0.659
11465651,K04150.01,,0.706,0.002,-0.525
5217574,K04151.01,,0.650,0.325,-0.420
7199060,K04152.01,,0.968,0.010,-0.681
8439323,K04153.01,,0.739,0.231,-0.513
5551228,K04154.02,,0.974,0.063,-0.682
5471271,K04155.01,,0.056,,
5881120,K04156.01,,0.985,0.027,-0.690
4548098,K04157.01,,0.064,0.391,-0.064
4548098,K04157.02,,0.729,0.240,-0.513
5306383,K04158.01,,0.266,0.199,-0.266
6607644,K04159.01,Kepler-1559 b,0.592,0.372,-0.371
7610663,K04160.01,Kepler-1560 b,0.287,0.163,-0.287
5565707,K04161.01,,0.394,0.107,-0.394
1293031,K04162.01,,0.988,0.046,-0.012
6463499,K04163.01,,0.977,6.601,-0.059
8254882,K04164.01,,0.042,0.419,-0.042
6042031,K04165.01,,1.106,0.583,0.000
4078311,K04166.01,,0.234,0.227,-0.234
5475735,K04167.01,,0.710,0.210,-0.480
9402583,K04168.01,,0.267,0.188,-0.267
7838675,K04169.01,Kepler-1561 b,0.137,0.316,-0.137
8700537,K04170.01,,1.187,6.688,-0.058
10858785,K04171.01,,1.200,0.308,-0.179
9640907,K04172.01,,0.291,,
9490653,K04173.01,,0.477,0.015,-0.453
3328027,K04174.01,,0.505,0.474,-0.298
9640931,K04175.01,,0.320,0.139,-0.320
9640962,K04177.01,,0.206,0.252,-0.206
5197233,K04178.01,,0.890,0.105,-0.641
10936786,K04179.01,,0.343,0.131,-0.343
6938264,K04180.01,,0.409,0.053,-0.409
9899315,K04181.01,,0.207,0.277,-0.207
9541089,K04182.01,,1.175,0.101,-0.094
10858737,K04183.01,,0.996,0.057,-0.683
6752002,K04184.01,,0.254,0.196,-0.254
7257966,K04185.01,,0.965,0.006,-0.683
9406892,K04186.01,,0.672,0.033,-0.509
3124598,K04187.01,,0.331,0.151,-0.331
6879171,K04188.01,,0.090,0.365,-0.090
9897364,K04189.01,Kepler-1562 b,0.908,0.009,-0.654
12505503,K04190.01,Kepler-1563 b,0.703,0.255,-0.506
3548639,K04191.01,,0.566,0.395,-0.346
9828127,K04192.01,Kepler-1564 b,0.175,0.285,-0.175
9828127,K04192.02,,0.259,0.189,-0.259
9092496,K04193.01,,0.955,0.027,-0.658
5644412,K04194.01,Kepler-1565 b,0.700,0.258,-0.482
9959545,K04195.01,,0.642,0.287,-0.412
8179190,K04196.01,,1.024,0.072,-0.781
9777724,K04197.01,,0.422,0.054,-0.422
9072639,K04198.01,,0.284,0.178,-0.284
5340878,K04199.01,Kepler-1566 b,0.291,0.183,-0.291
5084171,K04202.01,Kepler-1567 b,0.036,0.401,-0.036
3834317,K04203.01,,0.740,0.349,-0.251
10593535,K04204.01,Kepler-1568 b,0.201,0.240,-0.201
3450040,K04205.01,,0.033,0.413,-0.033
8487805,K04206.01,,0.348,0.149,-0.348
9456281,K04207.01,,0.070,0.383,-0.070
5129453,K04208.01,,0.007,0.445,-0.007
7918478,K04209.01,,0.755,0.039,-0.533
5078025,K04211.01,,0.985,0.026,-0.728
5078025,K04211.02,,1.123,0.294,-0.142
1724719,K04212.01,Kepler-1569 b,0.896,0.064,-0.702
1724719,K04212.02,,0.529,0.435,-0.325
5632701,K04213.01,,0.730,0.239,-0.491
10549924,K04214.01,,0.099,0.351,-0.099
9366617,K04215.01,Kepler-1570 b,0.210,0.245,-0.210
6187341,K04216.01,,0.957,0.201,-0.530
4678919,K04219.01,,0.513,0.430,-0.310
5563080,K04220.01,,0.389,0.091,-0.389
6364067,K04221.01,,0.644,0.302,-0.409
9183378,K04222.01,Kepler-1571 b,0.129,0.326,-0.129
1724513,K04224.01,,0.559,0.387,-0.337
9535876,K04225.01,,1.143,0.951,-0.126
9491832,K04226.01,,0.685,0.009,-0.521
7816665,K04227.01,,0.339,0.113,-0.339
9535881,K04228.01,,1.341,0.363,-0.239
11616596,K04229.01,,,,
9872831,K04230.01,Kepler-1572 b,0.202,0.252,-0.202
11509504,K04232.01,Kepler-1573 b,0.250,0.194,-0.250
11611275,K04234.01,Kepler-1574 b,0.485,0.487,-0.285
10794974,K04235.01,,0.985,0.045,-0.754
7259249,K04237.01,,0.570,0.402,-0.368
9640924,K04239.01,,0.503,0.442,-0.304
9593773,K04240.01,,0.768,0.201,-0.548
9285568,K04241.01,Kepler-1575 b,0.320,0.138,-0.320
9514372,K04242.01,,0.133,0.333,-0.133
9777757,K04243.01,,0.662,0.297,-0.447
5097454,K04244.01,,1.378,1.233,-0.133
12737015,K04245.01,,0.751,0.213,-0.529
5177859,K04246.01,Kepler-1576 b,0.451,0.055,-0.407
5177859,K04246.02,,0.371,0.083,-0.371
4568117,K04248.01,,0.360,0.111,-0.360
3650049,K04249.01,,0.883,0.013,-0.641
9641076,K04250.01,,0.553,0.403,-0.349
8741470,K04251.01,,0.679,0.049,-0.537
10525049,K04252.01,,0.312,0.139,-0.312
8487645,K04254.01,,0.093,0.387,-0.093
10407482,K04255.01,Kepler-1577 b,0.601,0.359,-0.383
5817613,K04256.01,,0.438,0.032,-0.432
7901016,K04257.01,,0.256,0.181,-0.256
7115925,K04258.01,,0.565,0.074,-0.442
5785279,K04259.01,,0.098,0.360,-0.098
7429287,K04260.03,,0.062,0.381,-0.062
7429287,K04260.04,,0.795,0.001,-0.566
10526887,K04261.01,Kepler-1578 b,0.333,0.116,-0.333
9641144,K04262.01,,0.597,0.375,-0.377
8572168,K04263.01,,0.577,0.376,-0.356
12509829,K04264.01,,0.452,0.088,-0.404
7368137,K04265.01,,0.721,0.248,-0.483
9027841,K04266.01,,0.962,0.103,-0.013
7450747,K04267.01,,0.205,0.244,-0.205
7826620,K04268.01,Kepler-1579 b,0.640,0.310,-0.427
8890924,K04269.01,,0.686,0.242,-0.480
8890924,K04269.02,,0.005,0.458,-0.005
5992210,K04271.01,,0.061,0.391,-0.061
9302543,K04272.01,,0.461,0.050,-0.443
9716028,K04273.01,,0.227,0.228,-0.227
6223324,K04274.01,,0.152,0.303,-0.152
3336845,K04275.01,,0.644,0.285,-0.424
6026924,K04276.01,Kepler-1580 b,0.579,0.035,-0.471
6525280,K04277.01,,0.559,0.014,-0.478
4861784,K04278.01,,0.080,0.374,-0.080
5876360,K04279.01,,1.111,6.684,-0.127
5026326,K04280.01,,0.644,0.047,-0.478
11670599,K04282.01,,0.507,0.046,-0.428
10156055,K04284.01,,0.057,0.399,-0.057
5024177,K04286.01,,1.263,0.668,-0.034
11081504,K04287.01,,0.885,0.033,-0.604
11081504,K04287.02,,0.447,0.502,-0.248
4548011,K04288.01,Kepler-1581 b,0.101,0.362,-0.101
4548011,K04288.02,,0.341,0.112,-0.341
4548011,K04288.04,,0.467,0.494,-0.259
5868793,K04290.01,Kepler-1582 b,0.014,0.438,-0.014
10063208,K04292.01,Kepler-1583 b,0.044,0.400,-0.044
5817533,K04293.01,,0.607,0.007,-0.489
7681230,K04294.01,,1.236,3.593,-0.047
7596240,K04295.01,Kepler-1584 b,0.375,0.077,-0.375
7661893,K04296.01,,0.331,0.120,-0.331
12107008,K04297.01,,0.351,0.104,-0.351
2852941,K04298.01,,0.191,0.266,-0.191
8508126,K04299.01,,1.206,2.954,-0.102
8507475,K04300.01,Kepler-1585 b,0.143,0.312,-0.143
8773015,K04301.01,Kepler-1586 b,0.715,0.234,-0.497
8773015,K04301.02,,0.575,0.412,-0.361
6290935,K04302.01,,0.299,0.174,-0.299
12734396,K04303.01,,0.234,0.225,-0.234
11612280,K04304.01,Kepler-1587 b,0.397,0.055,-0.397
8149484,K04306.01,,0.171,0.361,-0.171
3558849,K04307.01,,0.769,0.027,-0.556
11151677,K04308.01,,1.272,2.490,-0.113
11037128,K04309.01,,1.168,7.100,-0.097
7103919,K04310.01,,0.069,0.381,-0.069
8645191,K04311.01,,0.011,0.446,-0.011
10722485,K04312.01,Kepler-1588 b,0.107,0.352,-0.107
8128067,K04314.01,,0.892,0.016,-0.637
10342248,K04315.01,,0.574,0.299,-0.574
9777290,K04316.01,,0.402,0.096,-0.375
9286088,K04318.01,,0.857,0.099,-0.608
6289344,K04319.01,,0.903,0.005,-0.634
5095082,K04320.01,,0.188,0.269,-0.188
12418891,K04321.01,,0.260,0.208,-0.260
5385410,K04323.01,,0.295,0.149,-0.295
5385410,K04323.02,,0.777,,
9910942,K04324.01,,0.556,0.412,-0.340
7749002,K04325.01,,0.240,0.218,-0.240
10924340,K04326.01,,1.154,0.633,-0.090
5371777,K04327.01,Kepler-1589 b,0.765,0.196,-0.531
12456063,K04329.01,,0.928,0.001,-0.718
5096053,K04331.01,,0.350,0.104,-0.350
8953414,K04332.01,,0.276,0.169,-0.276
10140274,K04334.01,,0.303,0.158,-0.303
10730070,K04335.01,Kepler-1590 b,0.234,0.226,-0.234
8573193,K04337.01,Kepler-1591 b,0.601,0.369,-0.387
9240664,K04338.01,,1.180,6.830,-0.363
7281411,K04339.01,,0.536,0.049,-0.469
6528141,K04340.01,,0.419,0.052,-0.419
6792908,K04341.01,,0.591,0.032,-0.469
7211879,K04342.01,,0.161,0.300,-0.161
8087812,K04343.01,,0.973,0.024,-0.680
10534155,K04345.01,,1.158,6.804,-0.126
9509343,K04346.01,,0.011,0.443,-0.011
3244792,K04347.01,Kepler-1592 b,0.104,0.352,-0.104
11872139,K04350.01,,0.242,0.234,-0.242
2708221,K04352.01,,1.240,0.955,-0.195
4571844,K04353.01,,0.474,0.001,-0.473
5040223,K04354.01,,1.147,0.341,-0.163
8459663,K04356.01,Kepler-1593 b,0.024,0.413,-0.024
3550372,K04357.01,,0.310,0.137,-0.310
7191646,K04358.01,,0.705,0.002,-0.538
1575873,K04359.01,,0.365,0.104,-0.365
10669994,K04360.01,Kepler-1594 b,0.440,0.513,-0.242
7801070,K04361.01,,0.705,0.266,-0.475
9776794,K04363.01,,0.973,69.790,-1.210
7427764,K04364.01,Kepler-1595 b,0.365,0.094,-0.365
10647452,K04366.01,,0.197,0.259,-0.197
4773392,K04367.01,,0.839,0.099,-0.589
5471489,K04368.01,,0.171,0.313,-0.171
12407623,K04370.01,,0.632,0.045,-0.474
11444514,K04371.01,Kepler-1596 b,0.021,0.411,-0.021
9702006,K04372.01,,0.594,0.382,-0.384
6778008,K04373.01,,0.326,0.150,-0.326
10991114,K04374.01,,0.033,0.416,-0.033
11969092,K04375.01,,0.904,0.039,-0.641
2570773,K04376.01,,1.216,3.363,-0.091
4945764,K04377.01,,0.919,0.023,-0.639
7703910,K04379.01,,0.011,0.440,-0.010
7777818,K04380.01,,0.660,0.290,-0.455
9851360,K04381.01,,0.972,0.008,-0.673
6937529,K04382.01,Kepler-1597 b,0.010,0.444,-0.009
9883606,K04383.01,Kepler-1598 b,0.118,0.334,-0.118
9883606,K04383.02,,0.229,0.223,-0.229
5860968,K04384.01,Kepler-1599 b,0.255,0.198,-0.255
3645438,K04385.01,,0.411,0.059,-0.411
3645438,K04385.02,Kepler-1600 b,0.010,0.441,-0.010
3645438,K04385.03,,0.280,0.182,-0.280
8480582,K04386.01,,0.719,0.046,-0.512
2830919,K04387.01,,0.043,0.410,-0.043
9588822,K04388.01,,0.052,0.085,-0.036
9588822,K04388.02,,0.621,0.038,-0.476
2997459,K04389.01,,0.066,0.376,-0.066
8330207,K04390.01,,1.220,7.189,-0.518
6359926,K04391.01,,0.491,0.476,-0.278
6629993,K04392.01,,0.993,0.021,-0.703
8324518,K04393.01,,0.147,0.310,-0.147
10427700,K04394.01,,0.226,0.230,-0.226
3103473,K04395.01,,0.387,0.057,-0.387
3247503,K04397.01,,0.427,0.057,-0.404
5802637,K04398.01,,0.253,0.201,-0.253
8345384,K04399.01,,0.880,0.063,-0.622
2831055,K04400.01,Kepler-1601 b,0.110,0.356,-0.110
7703882,K04403.01,,0.362,0.101,-0.362
10745365,K04405.01,,0.062,0.381,-0.062
5563937,K04406.01,,1.172,0.951,-0.167
8396660,K04407.01,,0.003,0.458,-0.003
10736179,K04408.01,,0.295,0.169,-0.295
5308537,K04409.01,,0.353,0.095,-0.353
6350882,K04410.01,,0.080,0.386,-0.080
5281113,K04411.01,Kepler-1602 b,0.381,0.074,-0.381
7847104,K04412.01,,0.485,0.032,-0.434
6891513,K04413.01,,1.973,,
4579598,K04414.01,,0.409,0.080,-0.409
7777522,K04415.01,,0.651,0.040,-0.507
9597729,K04417.01,,1.124,0.813,-0.109
9597729,K04417.02,,1.207,3.625,-0.133
7582691,K04419.01,,0.972,0.041,-0.724
7031942,K04420.01,,0.504,0.039,-0.444
9836563,K04421.01,,0.065,0.383,-0.065
9836563,K04421.02,,0.378,0.095,-0.378
3866536,K04423.01,,0.970,0.879,-0.942
7046035,K04424.01,Kepler-1603 b,0.010,0.452,-0.010
4679314,K04425.01,,0.671,0.252,-0.426
4172805,K04427.01,,0.002,0.440,-0.002
5126182,K04428.01,,0.701,0.061,-0.494
9642018,K04430.01,,0.841,0.059,-0.573
9936080,K04431.01,,0.025,0.425,-0.025
9518651,K04433.01,,0.037,0.403,-0.037
8278685,K04435.01,,0.939,0.044,-0.655
8308260,K04436.01,,0.034,0.452,-0.034
8492101,K04437.01,,0.914,0.055,-0.690
6343576,K04438.01,,0.241,0.198,-0.241
9899630,K04439.01,,1.141,2.093,-0.220
8416523,K04441.01,Kepler-1604 b,0.957,0.115,-0.721
11124436,K04442.01,,0.197,0.247,-0.196
5780855,K04443.01,,0.910,0.059,-0.639
11718389,K04444.01,,0.197,0.279,-0.197
10329196,K04446.01,Kepler-1605 b,0.713,0.003,-0.538
10604592,K04447.01,,0.828,0.020,-0.577
8429668,K04449.01,,0.206,0.254,-0.206
7429240,K04450.01,Kepler-1606 b,0.019,0.426,-0.019
10120548,K04451.01,,0.746,0.223,-0.535
4474462,K04452.01,,0.550,0.033,-0.457
10729472,K04453.02,,0.163,0.282,-0.163
9777200,K04455.01,,0.519,0.443,-0.300
3557560,K04456.01,,0.826,0.120,-0.623
12109267,K04457.01,,0.652,0.297,-0.451
8652577,K04458.01,,0.825,0.147,-0.606
9947389,K04460.01,,0.316,0.148,-0.316
11912987,K04461.01,,0.490,0.460,-0.277
6197344,K04463.01,,0.984,0.042,-0.752
11357664,K04464.01,,0.100,0.387,-0.100
7272132,K04466.01,,0.777,0.015,-0.557
5352640,K04467.01,,0.447,0.011,-0.447
4157052,K04468.01,,1.224,0.504,-0.155
10006641,K04469.01,,0.162,0.309,-0.162
10815916,K04470.01,,0.560,0.042,-0.449
8955709,K04471.01,,0.153,0.290,-0.153
7031430,K04472.01,,0.974,0.039,-0.701
7133294,K04473.01,Kepler-1607 b,0.617,0.001,-0.502
4381429,K04474.01,Kepler-1608 b,0.014,0.443,-0.014
11912916,K04475.01,,0.544,0.421,-0.324
3732894,K04476.01,,0.329,0.143,-0.329
6276791,K04477.01,,0.357,0.094,-0.357
6276791,K04477.02,,0.035,0.417,-0.035
8636600,K04478.01,,0.015,0.439,-0.015
3644602,K04479.01,,1.262,6.630,-0.078
10467714,K04480.01,,0.186,0.271,-0.186
11912941,K04481.01,,0.093,0.373,-0.093
7778427,K04482.01,,0.417,0.026,-0.417
6525106,K04483.01,,0.372,0.081,-0.372
9898017,K04484.01,,0.108,0.341,-0.108
8098212,K04487.01,,0.320,0.154,-0.320
7694615,K04489.01,,0.194,0.274,-0.194
4556468,K04491.01,Kepler-1609 b,0.529,0.019,-0.455
9222516,K04492.01,,1.377,0.873,-0.191
3953173,K04493.01,,0.145,0.318,-0.144
5552562,K04495.01,,0.097,0.359,-0.097
6186182,K04496.01,,0.095,0.357,-0.095
12645057,K04497.01,,0.006,0.443,-0.006
4844367,K04498.01,,1.201,6.731,-0.014
10937749,K04499.01,,0.428,0.032,-0.428
9100953,K04500.01,Kepler-1610 b,0.045,0.402,-0.045
9100953,K04500.02,,0.664,0.273,-0.433
9100953,K04500.03,,0.750,0.227,-0.522
8109107,K04501.01,,0.927,0.032,-0.708
10907132,K04503.01,,0.282,0.154,-0.282
6520753,K04504.01,,0.041,0.394,-0.041
6520753,K04504.02,,0.032,0.437,-0.032
8493354,K04505.01,,0.081,0.376,-0.081
4545570,K04506.01,,0.221,0.230,-0.221
5457326,K04508.01,,0.666,0.267,-0.448
11350118,K04509.01,,0.076,0.368,-0.076
11671579,K04510.01,Kepler-1611 b,0.097,0.370,-0.097
12069414,K04512.01,,0.086,0.368,-0.086
9216775,K04513.01,Kepler-1612 b,0.337,0.126,-0.337
9849884,K04516.01,,0.119,0.345,-0.119
11243547,K04517.01,,0.778,0.162,-0.526
7032001,K04518.01,,0.315,0.185,-0.315
10003058,K04519.01,,0.243,0.221,-0.243
9031703,K04520.01,,0.725,0.236,-0.507
9577855,K04522.01,,0.233,0.233,-0.233
8700895,K04523.01,,0.000,0.462,0.000
5003670,K04524.01,,0.940,0.004,-0.706
5003670,K04524.02,,0.500,0.065,-0.424
5003670,K04524.03,,0.934,0.029,-0.705
3765917,K04526.01,,0.045,0.414,-0.044
3765917,K04526.02,,0.282,0.191,-0.282
3438976,K04527.01,,0.243,0.234,-0.243
7833305,K04528.01,,1.111,7.224,-0.103
6610064,K04529.01,,0.584,0.350,-0.374
12647577,K04530.01,,0.174,0.296,-0.173
2710623,K04532.01,,0.148,0.310,-0.148
3330684,K04533.01,,0.289,0.177,-0.289
7699298,K04534.01,,0.564,0.371,-0.354
3547760,K04535.01,,0.127,0.330,-0.127
7281484,K04536.01,,0.200,0.286,-0.200
4848115,K04537.01,,0.415,0.040,-0.415
5991765,K04538.01,,0.186,0.280,-0.186
3962872,K04539.01,,0.952,0.003,-0.659
12108293,K04540.01,,0.447,0.029,-0.447
5511659,K04541.01,,0.606,0.344,-0.387
5511659,K04541.02,,0.040,0.426,-0.040
9640946,K04542.01,,0.290,0.172,-0.290
9776186,K04543.01,,0.393,0.069,-0.393
10220950,K04544.01,,3.655,5.519,-0.066
